tau,r,phi,t
0.0000000000e+00,3.2898672021e+01,0.0000000000e+00,0.0000000000e+00
2.0000000000e-01,3.2898678519e+01,9.2393878266e-04,2.0544311678e-01
4.0000000000e-01,3.2898693342e+01,1.8478769665e-03,4.1088623147e-01
6.0000000000e-01,3.2898716490e+01,2.7718140840e-03,6.1632934245e-01
8.0000000000e-01,3.2898747963e+01,3.6957496675e-03,8.2177244808e-01
1.0000000000e+00,3.2898787761e+01,4.6196832494e-03,1.0272155467e+00
1.2000000000e+00,3.2898835884e+01,5.5436143622e-03,1.2326586368e+00
1.4000000000e+00,3.2898892332e+01,6.4675425381e-03,1.4381017166e+00
1.6000000000e+00,3.2898957105e+01,7.3914673097e-03,1.6435447845e+00
1.8000000000e+00,3.2899030203e+01,8.3153882094e-03,1.8489878390e+00
2.0000000000e+00,3.2899111625e+01,9.2393047697e-03,2.0544308783e+00
2.2000000000e+00,3.2899201371e+01,1.0163216523e-02,2.2598739009e+00
2.4000000000e+00,3.2899299443e+01,1.1087123002e-02,2.4653169051e+00
2.6000000000e+00,3.2899405838e+01,1.2011023739e-02,2.6707598893e+00
2.8000000000e+00,3.2899520558e+01,1.2934918266e-02,2.8762028518e+00
3.0000000000e+00,3.2899643601e+01,1.3858806116e-02,3.0816457911e+00
3.2000000000e+00,3.2899774969e+01,1.4782686822e-02,3.2870887054e+00
3.4000000000e+00,3.2899914660e+01,1.5706559917e-02,3.4925315932e+00
3.6000000000e+00,3.2900062675e+01,1.6630424932e-02,3.6979744529e+00
3.8000000000e+00,3.2900219013e+01,1.7554281400e-02,3.9034172828e+00
4.0000000000e+00,3.2900383674e+01,1.8478128855e-02,4.1088600813e+00
4.2000000000e+00,3.2900556658e+01,1.9401966829e-02,4.3143028467e+00
4.4000000000e+00,3.2900737965e+01,2.0325794855e-02,4.5197455774e+00
4.6000000000e+00,3.2900927594e+01,2.1249612465e-02,4.7251882719e+00
4.8000000000e+00,3.2901125546e+01,2.2173419192e-02,4.9306309284e+00
5.0000000000e+00,3.2901331819e+01,2.3097214569e-02,5.1360735453e+00
5.2000000000e+00,3.2901546414e+01,2.4020998130e-02,5.3415161211e+00
5.4000000000e+00,3.2901769331e+01,2.4944769406e-02,5.5469586540e+00
5.6000000000e+00,3.2902000569e+01,2.5868527931e-02,5.7524011425e+00
5.8000000000e+00,3.2902240127e+01,2.6792273239e-02,5.9578435849e+00
6.0000000000e+00,3.2902488006e+01,2.7716004861e-02,6.1632859796e+00
6.2000000000e+00,3.2902744206e+01,2.8639722332e-02,6.3687283250e+00
6.4000000000e+00,3.2903008725e+01,2.9563425183e-02,6.5741706194e+00
6.6000000000e+00,3.2903281564e+01,3.0487112950e-02,6.7796128613e+00
6.8000000000e+00,3.2903562722e+01,3.1410785164e-02,6.9850550489e+00
7.0000000000e+00,3.2903852198e+01,3.2334441360e-02,7.1904971807e+00
7.2000000000e+00,3.2904149994e+01,3.3258081070e-02,7.3959392551e+00
7.4000000000e+00,3.2904456107e+01,3.4181703829e-02,7.6013812703e+00
7.6000000000e+00,3.2904770538e+01,3.5105309169e-02,7.8068232248e+00
7.8000000000e+00,3.2905093286e+01,3.6028896624e-02,8.0122651170e+00
8.0000000000e+00,3.2905424352e+01,3.6952465728e-02,8.2177069452e+00
8.2000000000e+00,3.2905763733e+01,3.7876016014e-02,8.4231487078e+00
8.4000000000e+00,3.2906111431e+01,3.8799547017e-02,8.6285904032e+00
8.6000000000e+00,3.2906467444e+01,3.9723058269e-02,8.8340320297e+00
8.8000000000e+00,3.2906831773e+01,4.0646549306e-02,9.0394735858e+00
9.0000000000e+00,3.2907204416e+01,4.1570019661e-02,9.2449150697e+00
9.2000000000e+00,3.2907585373e+01,4.2493468868e-02,9.4503564799e+00
9.4000000000e+00,3.2907974644e+01,4.3416896461e-02,9.6557978148e+00
9.6000000000e+00,3.2908372228e+01,4.4340301974e-02,9.8612390727e+00
9.8000000000e+00,3.2908778125e+01,4.5263684942e-02,1.0066680252e+01
1.0000000000e+01,3.2909192334e+01,4.6187044899e-02,1.0272121351e+01
1.0200000000e+01,3.2909614855e+01,4.7110381380e-02,1.0477562368e+01
1.0400000000e+01,3.2910045686e+01,4.8033693919e-02,1.0683003302e+01
1.0600000000e+01,3.2910484829e+01,4.8956982050e-02,1.0888444151e+01
1.0800000000e+01,3.2910932281e+01,4.9880245309e-02,1.1093884913e+01
1.1000000000e+01,3.2911388042e+01,5.0803483230e-02,1.1299325586e+01
1.1200000000e+01,3.2911852113e+01,5.1726695347e-02,1.1504766170e+01
1.1400000000e+01,3.2912324492e+01,5.2649881197e-02,1.1710206662e+01
1.1600000000e+01,3.2912805178e+01,5.3573040314e-02,1.1915647061e+01
