tau,r,phi,t
0.0000000000e+00,5.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.000000000000007e-04,4.999776390702177e+00,0.000000000000000e+00,6.250034707185360e-04
1.000000000000002e-03,4.999552776403907e+00,0.000000000000000e+00,1.250013930083991e-03
1.500000000000003e-03,4.999329157104741e+00,0.000000000000000e+00,1.875031379034160e-03
2.000000000000004e-03,4.999105532804230e+00,0.000000000000000e+00,2.500055818507038e-03
2.500000000000006e-03,4.998881903501931e+00,0.000000000000000e+00,3.125087249440813e-03
3.000000000000007e-03,4.998658269197398e+00,0.000000000000000e+00,3.750125672773875e-03
3.500000000000008e-03,4.998434629890179e+00,0.000000000000000e+00,4.375171089444810e-03
4.000000000000005e-03,4.998210985579827e+00,0.000000000000000e+00,5.000223500392403e-03
4.499999999999985e-03,4.997987336265896e+00,0.000000000000000e+00,5.625282906555631e-03
4.999999999999965e-03,4.997763681947936e+00,0.000000000000000e+00,6.250349308873675e-03
5.499999999999944e-03,4.997540022625497e+00,0.000000000000000e+00,6.875422708285913e-03
5.999999999999924e-03,4.997316358298138e+00,0.000000000000000e+00,7.500503105731923e-03
6.499999999999903e-03,4.997092688965409e+00,0.000000000000000e+00,8.125590502151473e-03
6.999999999999883e-03,4.996869014626858e+00,0.000000000000000e+00,8.750684898484542e-03
7.499999999999863e-03,4.996645335282040e+00,0.000000000000000e+00,9.375786295671285e-03
7.999999999999842e-03,4.996421650930505e+00,0.000000000000000e+00,1.000089469465208e-02
8.499999999999822e-03,4.996197961571804e+00,0.000000000000000e+00,1.062601009636750e-02
8.999999999999802e-03,4.995974267205495e+00,0.000000000000000e+00,1.125113250175830e-02
9.499999999999781e-03,4.995750567831119e+00,0.000000000000000e+00,1.187626191176544e-02
9.999999999999761e-03,4.995526863448239e+00,0.000000000000000e+00,1.250139832733009e-02
1.049999999999974e-02,4.995303154056396e+00,0.000000000000000e+00,1.312654174939359e-02
1.099999999999972e-02,4.995079439655150e+00,0.000000000000000e+00,1.375169217889752e-02
1.149999999999970e-02,4.994855720244048e+00,0.000000000000000e+00,1.437684961678363e-02
1.199999999999968e-02,4.994631995822640e+00,0.000000000000000e+00,1.500201406399388e-02
1.249999999999966e-02,4.994408266390479e+00,0.000000000000000e+00,1.562718552147041e-02
1.299999999999964e-02,4.994184531947108e+00,0.000000000000000e+00,1.625236399015558e-02
1.349999999999962e-02,4.993960792492095e+00,0.000000000000000e+00,1.687754947099195e-02
1.399999999999960e-02,4.993737048024981e+00,0.000000000000000e+00,1.750274196492226e-02
1.449999999999958e-02,4.993513298545317e+00,0.000000000000000e+00,1.812794147288947e-02
1.499999999999956e-02,4.993289544052654e+00,0.000000000000000e+00,1.875314799583671e-02
1.549999999999954e-02,4.993065784546547e+00,0.000000000000000e+00,1.937836153470735e-02
1.599999999999952e-02,4.992842020026537e+00,0.000000000000000e+00,2.000358209044491e-02
1.649999999999950e-02,4.992618250492183e+00,0.000000000000000e+00,2.062880966399315e-02
1.699999999999948e-02,4.992394475943032e+00,0.000000000000000e+00,2.125404425629603e-02
1.749999999999946e-02,4.992170696378635e+00,0.000000000000000e+00,2.187928586829767e-02
1.799999999999944e-02,4.991946911798536e+00,0.000000000000000e+00,2.250453450094241e-02
1.849999999999942e-02,4.991723122202299e+00,0.000000000000000e+00,2.312979015517481e-02
1.899999999999940e-02,4.991499327589467e+00,0.000000000000000e+00,2.375505283193961e-02
1.949999999999938e-02,4.991275527959590e+00,0.000000000000000e+00,2.438032253218174e-02
1.999999999999936e-02,4.991051723312219e+00,0.000000000000000e+00,2.500559925684637e-02
2.049999999999933e-02,4.990827913646905e+00,0.000000000000000e+00,2.563088300687880e-02
2.099999999999931e-02,4.990604098963193e+00,0.000000000000000e+00,2.625617378322461e-02
2.149999999999929e-02,4.990380279260636e+00,0.000000000000000e+00,2.688147158682952e-02
