r,phi
1.0196928090e+01,0.0000000000e+00
3.8661604679e+01,3.4836369929e+00
1.0196943207e+01,6.9635297210e+00
3.8661604332e+01,1.0447912681e+01
1.0196940657e+01,1.3928078850e+01
3.8661604352e+01,1.7412427798e+01
1.0196940732e+01,2.0892585520e+01
3.8661604348e+01,2.4376941757e+01
1.0196940715e+01,2.7857101407e+01
3.8661604349e+01,3.1341456080e+01
1.0196940718e+01,3.4821615322e+01
3.8661604349e+01,3.8305970331e+01
1.0196940717e+01,4.1786129661e+01
3.8661604349e+01,4.5270484598e+01
1.0196940718e+01,4.8750643909e+01
3.8661604349e+01,5.2234998861e+01
1.0196940718e+01,5.5715158176e+01
3.8661604349e+01,5.9199513125e+01
1.0196940718e+01,6.2679672440e+01
3.8661604349e+01,6.6164027389e+01
1.0196940718e+01,6.9644186704e+01
3.8661604349e+01,7.3128541653e+01
1.0196940718e+01,7.6608700968e+01
3.8661604349e+01,8.0093055917e+01
1.0196940718e+01,8.3573215232e+01
3.8661604349e+01,8.7057570181e+01
1.0196940718e+01,9.0537729495e+01
3.8661604349e+01,9.4022084445e+01
1.0196940718e+01,9.7502243759e+01
3.8661604349e+01,1.0098659871e+02
1.0196940718e+01,1.0446675802e+02
3.8661604349e+01,1.0795111297e+02
1.0196940718e+01,1.1143127229e+02
3.8661604349e+01,1.1491562724e+02
1.0196940718e+01,1.1839578655e+02
3.8661604349e+01,1.2188014150e+02
1.0196940718e+01,1.2536030082e+02
3.8661604349e+01,1.2884465576e+02
1.0196940718e+01,1.3232481508e+02
3.8661604349e+01,1.3580917003e+02
1.0196940718e+01,1.3928932934e+02
3.8661604349e+01,1.4277368429e+02
1.0196940718e+01,1.4625384361e+02
3.8661604349e+01,1.4973819856e+02
1.0196940718e+01,1.5321835787e+02
3.8661604349e+01,1.5670271282e+02
1.0196940718e+01,1.6018287213e+02
3.8661604349e+01,1.6366722708e+02
1.0196940718e+01,1.6714738640e+02
3.8661604349e+01,1.7063174135e+02
1.0196940718e+01,1.7411190066e+02
3.8661604349e+01,1.7759625561e+02
1.0196940718e+01,1.8107641493e+02
3.8661604349e+01,1.8456076988e+02
1.0196940718e+01,1.8804092919e+02
3.8661604349e+01,1.9152528414e+02
1.0196940718e+01,1.9500544345e+02
3.8661604349e+01,1.9848979840e+02
1.0196940718e+01,2.0196995772e+02
3.8661604349e+01,2.0545431267e+02
1.0196940718e+01,2.0893447198e+02
3.8661604349e+01,2.1241882693e+02
1.0196940718e+01,2.1589898625e+02
3.8661604349e+01,2.1938334120e+02
1.0196940718e+01,2.2286350051e+02
3.8661604349e+01,2.2634785546e+02
1.0196940718e+01,2.2982801477e+02
3.8661604349e+01,2.3331236972e+02
1.0196940718e+01,2.3679252904e+02
3.8661604349e+01,2.4027688399e+02
1.0196940718e+01,2.4375704330e+02
3.8661604349e+01,2.4724139825e+02
1.0196940718e+01,2.5072155757e+02
3.8661604349e+01,2.5420591252e+02
1.0196940718e+01,2.5768607183e+02
3.8661604349e+01,2.6117042678e+02
1.0196940718e+01,2.6465058609e+02
3.8661604349e+01,2.6813494104e+02
1.0196940718e+01,2.7161510036e+02
3.8661604349e+01,2.7509945531e+02
1.0196940718e+01,2.7857961462e+02
3.8661604349e+01,2.8206396957e+02
1.0196940718e+01,2.8554412889e+02
3.8661604349e+01,2.8902848384e+02
1.0196940718e+01,2.9250864315e+02
3.8661604349e+01,2.9599299810e+02
1.0196940718e+01,2.9947315741e+02
3.8661604349e+01,3.0295751236e+02
1.0196940718e+01,3.0643767168e+02
3.8661604349e+01,3.0992202663e+02
1.0196940718e+01,3.1340218594e+02
3.8661604349e+01,3.1688654089e+02
1.0196940718e+01,3.2036670021e+02
3.8661604349e+01,3.2385105515e+02
1.0196940718e+01,3.2733121447e+02
3.8661604349e+01,3.3081556942e+02
1.0196940718e+01,3.3429572873e+02
3.8661604349e+01,3.3778008368e+02
1.0196940718e+01,3.4126024300e+02
3.8661604349e+01,3.4474459795e+02
1.0196940718e+01,3.4822475726e+02
3.8661604349e+01,3.5170911221e+02
1.0196940718e+01,3.5518927152e+02
3.8661604349e+01,3.5867362647e+02
1.0196940718e+01,3.6215378579e+02
3.8661604349e+01,3.6563814074e+02
1.0196940718e+01,3.6911830005e+02
3.8661604349e+01,3.7260265500e+02
1.0196940718e+01,3.7608281432e+02
3.8661604349e+01,3.7956716927e+02
1.0196940718e+01,3.8304732858e+02
3.8661604349e+01,3.8653168353e+02
1.0196940718e+01,3.9001184284e+02
3.8661604349e+01,3.9349619779e+02
1.0196940718e+01,3.9697635711e+02
3.8661604349e+01,4.0046071206e+02
1.0196940718e+01,4.0394087137e+02
3.8661604349e+01,4.0742522632e+02
1.0196940718e+01,4.1090538564e+02
3.8661604349e+01,4.1438974059e+02
1.0196940718e+01,4.1786989990e+02
3.8661604349e+01,4.2135425485e+02
1.0196940718e+01,4.2483441416e+02
3.8661604349e+01,4.2831876911e+02
1.0196940718e+01,4.3179892843e+02
3.8661604349e+01,4.3528328338e+02
1.0196940718e+01,4.3876344269e+02
3.8661604349e+01,4.4224779764e+02
1.0196940718e+01,4.4572795696e+02
3.8661604349e+01,4.4921231191e+02
1.0196940718e+01,4.5269247122e+02
3.8661604349e+01,4.5617682617e+02
1.0196940718e+01,4.5965698548e+02
3.8661604349e+01,4.6314134043e+02
1.0196940718e+01,4.6662149975e+02
3.8661604349e+01,4.7010585470e+02
1.0196940718e+01,4.7358601401e+02
3.8661604349e+01,4.7707036896e+02
1.0196940718e+01,4.8055052828e+02
3.8661604349e+01,4.8403488323e+02
1.0196940718e+01,4.8751504254e+02
3.8661604349e+01,4.9099939749e+02
1.0196940718e+01,4.9447955680e+02
3.8661604349e+01,4.9796391175e+02
1.0196940718e+01,5.0144407107e+02
3.8661604349e+01,5.0492842602e+02
1.0196940718e+01,5.0840858533e+02
3.8661604349e+01,5.1189294028e+02
1.0196940718e+01,5.1537309960e+02
3.8661604349e+01,5.1885745454e+02
1.0196940718e+01,5.2233761386e+02
3.8661604349e+01,5.2582196881e+02
1.0196940718e+01,5.2930212812e+02
3.8661604349e+01,5.3278648307e+02
1.0196940718e+01,5.3626664239e+02
3.8661604349e+01,5.3975099734e+02
1.0196940718e+01,5.4323115665e+02
3.8661604349e+01,5.4671551160e+02
1.0196940718e+01,5.5019567092e+02
3.8661604349e+01,5.5368002586e+02
1.0196940718e+01,5.5716018518e+02
3.8661604349e+01,5.6064454013e+02
1.0196940718e+01,5.6412469944e+02
3.8661604349e+01,5.6760905439e+02
1.0196940718e+01,5.7108921371e+02
3.8661604349e+01,5.7457356866e+02
1.0196940718e+01,5.7805372797e+02
3.8661604349e+01,5.8153808292e+02
1.0196940718e+01,5.8501824223e+02
3.8661604349e+01,5.8850259718e+02
1.0196940718e+01,5.9198275650e+02
3.8661604349e+01,5.9546711145e+02
1.0196940718e+01,5.9894727076e+02
3.8661604349e+01,6.0243162571e+02
1.0196940718e+01,6.0591178503e+02
3.8661604349e+01,6.0939613998e+02
1.0196940718e+01,6.1287629929e+02
3.8661604349e+01,6.1636065424e+02
1.0196940718e+01,6.1984081355e+02
3.8661604349e+01,6.2332516850e+02
