r,phi
1.0196928093e+01,5.7704879311e-05
3.8661605127e+01,3.4832127037e+00
1.0196928096e+01,6.9663230469e+00
3.8661605127e+01,1.0449478702e+01
1.0196928096e+01,1.3932589346e+01
3.8661605127e+01,1.7415745149e+01
1.0196928096e+01,2.0898855864e+01
3.8661605127e+01,2.4382011702e+01
1.0196928096e+01,2.7865122432e+01
3.8661605127e+01,3.1348278277e+01
1.0196928096e+01,3.4831389011e+01
3.8661605127e+01,3.8314544858e+01
1.0196928096e+01,4.1797655594e+01
3.8661605127e+01,4.5280811443e+01
1.0196928096e+01,4.8763922181e+01
3.8661605127e+01,5.2247078030e+01
1.0196928096e+01,5.5730188768e+01
3.8661605127e+01,5.9213344617e+01
1.0196928096e+01,6.2696455355e+01
3.8661605127e+01,6.6179611204e+01
1.0196928096e+01,6.9662721942e+01
3.8661605127e+01,7.3145877792e+01
1.0196928096e+01,7.6628988530e+01
3.8661605127e+01,8.0112144379e+01
1.0196928096e+01,8.3595255117e+01
3.8661605127e+01,8.7078410966e+01
1.0196928096e+01,9.0561521704e+01
3.8661605127e+01,9.4044677553e+01
1.0196928096e+01,9.7527788291e+01
3.8661605127e+01,1.0101094414e+02
1.0196928096e+01,1.0449405488e+02
3.8661605127e+01,1.0797721073e+02
1.0196928096e+01,1.1146032147e+02
3.8661605127e+01,1.1494347731e+02
1.0196928096e+01,1.1842658805e+02
3.8661605127e+01,1.2190974390e+02
1.0196928096e+01,1.2539285464e+02
3.8661605127e+01,1.2887601049e+02
1.0196928096e+01,1.3235912123e+02
3.8661605127e+01,1.3584227708e+02
1.0196928096e+01,1.3932538781e+02
3.8661605127e+01,1.4280854366e+02
1.0196928096e+01,1.4629165440e+02
3.8661605127e+01,1.4977481025e+02
1.0196928096e+01,1.5325792099e+02
3.8661605127e+01,1.5674107684e+02
1.0196928096e+01,1.6022418758e+02
3.8661605127e+01,1.6370734343e+02
1.0196928096e+01,1.6719045416e+02
3.8661605127e+01,1.7067361001e+02
1.0196928096e+01,1.7415672075e+02
3.8661605127e+01,1.7763987660e+02
1.0196928096e+01,1.8112298734e+02
3.8661605127e+01,1.8460614319e+02
1.0196928096e+01,1.8808925392e+02
3.8661605127e+01,1.9157240977e+02
1.0196928096e+01,1.9505552051e+02
3.8661605127e+01,1.9853867636e+02
1.0196928096e+01,2.0202178710e+02
3.8661605127e+01,2.0550494295e+02
1.0196928096e+01,2.0898805369e+02
3.8661605127e+01,2.1247120954e+02
1.0196928096e+01,2.1595432027e+02
3.8661605127e+01,2.1943747612e+02
1.0196928096e+01,2.2292058686e+02
3.8661605127e+01,2.2640374271e+02
1.0196928096e+01,2.2988685345e+02
3.8661605127e+01,2.3337000930e+02
1.0196928096e+01,2.3685312004e+02
3.8661605127e+01,2.4033627588e+02
1.0196928096e+01,2.4381938662e+02
3.8661605127e+01,2.4730254247e+02
1.0196928096e+01,2.5078565321e+02
3.8661605127e+01,2.5426880906e+02
1.0196928096e+01,2.5775191980e+02
3.8661605127e+01,2.6123507565e+02
1.0196928096e+01,2.6471818638e+02
3.8661605127e+01,2.6820134223e+02
1.0196928096e+01,2.7168445297e+02
3.8661605127e+01,2.7516760882e+02
1.0196928096e+01,2.7865071956e+02
3.8661605127e+01,2.8213387541e+02
1.0196928096e+01,2.8561698615e+02
3.8661605127e+01,2.8910014199e+02
1.0196928096e+01,2.9258325273e+02
3.8661605127e+01,2.9606640858e+02
1.0196928096e+01,2.9954951932e+02
3.8661605127e+01,3.0303267517e+02
1.0196928096e+01,3.0651578591e+02
3.8661605127e+01,3.0999894176e+02
1.0196928096e+01,3.1348205249e+02
3.8661605127e+01,3.1696520834e+02
1.0196928096e+01,3.2044831908e+02
3.8661605127e+01,3.2393147493e+02
1.0196928096e+01,3.2741458567e+02
3.8661605127e+01,3.3089774152e+02
1.0196928096e+01,3.3438085226e+02
3.8661605127e+01,3.3786400811e+02
1.0196928096e+01,3.4134711884e+02
3.8661605127e+01,3.4483027469e+02
1.0196928096e+01,3.4831338543e+02
3.8661605127e+01,3.5179654128e+02
1.0196928096e+01,3.5527965202e+02
3.8661605127e+01,3.5876280787e+02
1.0196928096e+01,3.6224591861e+02
3.8661605127e+01,3.6572907445e+02
1.0196928096e+01,3.6921218519e+02
3.8661605127e+01,3.7269534104e+02
1.0196928096e+01,3.7617845178e+02
3.8661605127e+01,3.7966160763e+02
1.0196928096e+01,3.8314471837e+02
3.8661605127e+01,3.8662787422e+02
1.0196928096e+01,3.9011098495e+02
3.8661605127e+01,3.9359414080e+02
1.0196928096e+01,3.9707725154e+02
3.8661605127e+01,4.0056040739e+02
1.0196928096e+01,4.0404351813e+02
3.8661605127e+01,4.0752667398e+02
1.0196928096e+01,4.1100978472e+02
3.8661605127e+01,4.1449294056e+02
1.0196928096e+01,4.1797605130e+02
3.8661605127e+01,4.2145920715e+02
1.0196928096e+01,4.2494231789e+02
3.8661605127e+01,4.2842547374e+02
1.0196928096e+01,4.3190858448e+02
3.8661605127e+01,4.3539174033e+02
1.0196928096e+01,4.3887485106e+02
3.8661605127e+01,4.4235800691e+02
1.0196928096e+01,4.4584111765e+02
3.8661605127e+01,4.4932427350e+02
1.0196928096e+01,4.5280738424e+02
3.8661605127e+01,4.5629054009e+02
1.0196928096e+01,4.5977365083e+02
3.8661605127e+01,4.6325680668e+02
1.0196928096e+01,4.6673991741e+02
3.8661605127e+01,4.7022307326e+02
1.0196928096e+01,4.7370618400e+02
3.8661605127e+01,4.7718933985e+02
1.0196928096e+01,4.8067245059e+02
3.8661605127e+01,4.8415560644e+02
1.0196928096e+01,4.8763871718e+02
3.8661605127e+01,4.9112187302e+02
1.0196928096e+01,4.9460498376e+02
3.8661605127e+01,4.9808813961e+02
1.0196928096e+01,5.0157125035e+02
3.8661605127e+01,5.0505440620e+02
1.0196928096e+01,5.0853751694e+02
3.8661605127e+01,5.1202067279e+02
1.0196928096e+01,5.1550378352e+02
3.8661605127e+01,5.1898693937e+02
1.0196928096e+01,5.2247005011e+02
3.8661605127e+01,5.2595320596e+02
