r,phi
1.0196928090e+01,0.0000000000e+00
3.8661605115e+01,3.4831171209e+00
1.0196928156e+01,6.9660832152e+00
3.8661605120e+01,1.0449119295e+01
1.0196928174e+01,1.3932031724e+01
3.8661605121e+01,1.7415054649e+01
1.0196928177e+01,2.0897962154e+01
3.8661605121e+01,2.4380983092e+01
1.0196928178e+01,2.7863889809e+01
3.8661605121e+01,3.1346910432e+01
1.0196928178e+01,3.4829817023e+01
3.8661605121e+01,3.8312837596e+01
1.0196928178e+01,4.1795744168e+01
3.8661605121e+01,4.5278764732e+01
1.0196928178e+01,4.8761671301e+01
3.8661605121e+01,5.2244691865e+01
1.0196928178e+01,5.5727598433e+01
3.8661605121e+01,5.9210618996e+01
1.0196928178e+01,6.2693525565e+01
3.8661605121e+01,6.6176546128e+01
1.0196928178e+01,6.9659452696e+01
3.8661605121e+01,7.3142473259e+01
1.0196928178e+01,7.6625379827e+01
3.8661605121e+01,8.0108400390e+01
1.0196928178e+01,8.3591306959e+01
3.8661605121e+01,8.7074327522e+01
1.0196928178e+01,9.0557234090e+01
3.8661605121e+01,9.4040254653e+01
1.0196928178e+01,9.7523161221e+01
3.8661605121e+01,1.0100618178e+02
1.0196928178e+01,1.0448908835e+02
3.8661605121e+01,1.0797210892e+02
1.0196928178e+01,1.1145501548e+02
3.8661605121e+01,1.1493803605e+02
1.0196928178e+01,1.1842094261e+02
3.8661605121e+01,1.2190396318e+02
1.0196928178e+01,1.2538686975e+02
3.8661605121e+01,1.2886989031e+02
1.0196928178e+01,1.3235279688e+02
3.8661605121e+01,1.3583581744e+02
1.0196928178e+01,1.3931872401e+02
3.8661605121e+01,1.4280174457e+02
1.0196928178e+01,1.4628465114e+02
3.8661605121e+01,1.4976767170e+02
1.0196928178e+01,1.5325057827e+02
3.8661605121e+01,1.5673359883e+02
1.0196928178e+01,1.6021650540e+02
3.8661605121e+01,1.6369952597e+02
1.0196928178e+01,1.6718243253e+02
3.8661605121e+01,1.7066545310e+02
1.0196928178e+01,1.7414835966e+02
3.8661605121e+01,1.7763138023e+02
1.0196928178e+01,1.8111428680e+02
3.8661605121e+01,1.8459730736e+02
1.0196928178e+01,1.8808021393e+02
3.8661605121e+01,1.9156323449e+02
1.0196928178e+01,1.9504614106e+02
3.8661605121e+01,1.9852916162e+02
1.0196928178e+01,2.0201206819e+02
3.8661605121e+01,2.0549508875e+02
1.0196928178e+01,2.0897799532e+02
3.8661605121e+01,2.1246101588e+02
1.0196928178e+01,2.1594392245e+02
3.8661605121e+01,2.1942694302e+02
1.0196928178e+01,2.2290984958e+02
3.8661605121e+01,2.2639287015e+02
1.0196928178e+01,2.2987577671e+02
3.8661605121e+01,2.3335879728e+02
1.0196928178e+01,2.3684170385e+02
3.8661605121e+01,2.4032472441e+02
1.0196928178e+01,2.4380763098e+02
3.8661605121e+01,2.4729065154e+02
1.0196928178e+01,2.5077355811e+02
3.8661605121e+01,2.5425657867e+02
1.0196928178e+01,2.5773948524e+02
3.8661605121e+01,2.6122250580e+02
1.0196928178e+01,2.6470541237e+02
3.8661605121e+01,2.6818843293e+02
1.0196928178e+01,2.7167133950e+02
3.8661605121e+01,2.7515436007e+02
1.0196928178e+01,2.7863726663e+02
3.8661605121e+01,2.8212028720e+02
1.0196928178e+01,2.8560319377e+02
3.8661605121e+01,2.8908621433e+02
1.0196928178e+01,2.9256912090e+02
3.8661605121e+01,2.9605214146e+02
1.0196928178e+01,2.9953504803e+02
3.8661605121e+01,3.0301806859e+02
1.0196928178e+01,3.0650097516e+02
3.8661605121e+01,3.0998399572e+02
1.0196928178e+01,3.1346690229e+02
3.8661605121e+01,3.1694992285e+02
1.0196928178e+01,3.2043282942e+02
3.8661605121e+01,3.2391584998e+02
1.0196928178e+01,3.2739875655e+02
3.8661605121e+01,3.3088177712e+02
1.0196928178e+01,3.3436468368e+02
3.8661605121e+01,3.3784770425e+02
1.0196928178e+01,3.4133061082e+02
3.8661605121e+01,3.4481363138e+02
1.0196928178e+01,3.4829653795e+02
3.8661605121e+01,3.5177955851e+02
1.0196928178e+01,3.5526246508e+02
3.8661605121e+01,3.5874548564e+02
1.0196928178e+01,3.6222839221e+02
3.8661605121e+01,3.6571141277e+02
1.0196928178e+01,3.6919431934e+02
3.8661605121e+01,3.7267733990e+02
1.0196928178e+01,3.7616024647e+02
3.8661605121e+01,3.7964326703e+02
1.0196928178e+01,3.8312617360e+02
3.8661605121e+01,3.8660919417e+02
1.0196928178e+01,3.9009210073e+02
3.8661605121e+01,3.9357512130e+02
1.0196928178e+01,3.9705802787e+02
3.8661605121e+01,4.0054104843e+02
1.0196928178e+01,4.0402395500e+02
3.8661605121e+01,4.0750697556e+02
1.0196928178e+01,4.1098988213e+02
3.8661605121e+01,4.1447290269e+02
1.0196928178e+01,4.1795580926e+02
3.8661605121e+01,4.2143882982e+02
1.0196928178e+01,4.2492173639e+02
3.8661605121e+01,4.2840475695e+02
1.0196928178e+01,4.3188766352e+02
3.8661605121e+01,4.3537068408e+02
1.0196928178e+01,4.3885359065e+02
3.8661605121e+01,4.4233661122e+02
1.0196928178e+01,4.4581951778e+02
3.8661605121e+01,4.4930253835e+02
1.0196928178e+01,4.5278544492e+02
3.8661605121e+01,4.5626846548e+02
1.0196928178e+01,4.5975137205e+02
3.8661605121e+01,4.6323439261e+02
1.0196928178e+01,4.6671729918e+02
3.8661605121e+01,4.7020031974e+02
1.0196928178e+01,4.7368322631e+02
3.8661605121e+01,4.7716624687e+02
1.0196928178e+01,4.8064915344e+02
3.8661605121e+01,4.8413217400e+02
1.0196928178e+01,4.8761508057e+02
3.8661605121e+01,4.9109810113e+02
1.0196928178e+01,4.9458100770e+02
3.8661605121e+01,4.9806402827e+02
1.0196928178e+01,5.0154693483e+02
3.8661605121e+01,5.0502995540e+02
1.0196928178e+01,5.0851286197e+02
3.8661605121e+01,5.1199588253e+02
1.0196928178e+01,5.1547878910e+02
3.8661605121e+01,5.1896180966e+02
1.0196928178e+01,5.2244471623e+02
3.8661605121e+01,5.2592773679e+02
1.0196928178e+01,5.2941064336e+02
3.8661605121e+01,5.3289366392e+02
1.0196928178e+01,5.3637657049e+02
3.8661605121e+01,5.3985959105e+02
1.0196928178e+01,5.4334249762e+02
3.8661605121e+01,5.4682551818e+02
1.0196928178e+01,5.5030842475e+02
3.8661605121e+01,5.5379144532e+02
1.0196928178e+01,5.5727435188e+02
3.8661605121e+01,5.6075737245e+02
1.0196928178e+01,5.6424027902e+02
3.8661605121e+01,5.6772329958e+02
1.0196928178e+01,5.7120620615e+02
3.8661605121e+01,5.7468922671e+02
1.0196928178e+01,5.7817213328e+02
3.8661605121e+01,5.8165515384e+02
1.0196928178e+01,5.8513806041e+02
3.8661605121e+01,5.8862108097e+02
1.0196928178e+01,5.9210398754e+02
3.8661605121e+01,5.9558700810e+02
1.0196928178e+01,5.9906991467e+02
3.8661605121e+01,6.0255293523e+02
1.0196928178e+01,6.0603584180e+02
3.8661605121e+01,6.0951886237e+02
1.0196928178e+01,6.1300176893e+02
3.8661605121e+01,6.1648478950e+02
1.0196928178e+01,6.1996769607e+02
3.8661605121e+01,6.2345071663e+02
