tau,r,phi,t,E
0.000000000000000e+00,5.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
4.000000000000000e-04,4.999821112961762e+00,0.000000000000000e+00,5.000022361479809e-04,-3.577868771642567e-06
8.000000000000000e-04,4.999642222723295e+00,0.000000000000000e+00,1.000008944911964e-03,-7.156057589080556e-06
1.200000000000000e-03,4.999463329284369e+00,0.000000000000000e+00,1.500020126772071e-03,-1.073456649812454e-05
1.600000000000000e-03,4.999284432644757e+00,0.000000000000000e+00,2.000035782208503e-03,-1.431339554459898e-05
2.000000000000000e-03,4.999105532804228e+00,0.000000000000000e+00,2.500055911701544e-03,-1.789254477431446e-05
2.400000000000000e-03,4.998926629762555e+00,0.000000000000000e+00,3.000080515731558e-03,-2.147201423310929e-05
2.800000000000000e-03,4.998747723519507e+00,0.000000000000000e+00,3.500109594778989e-03,-2.505180396684958e-05
3.200000000000001e-03,4.998568814074856e+00,0.000000000000000e+00,4.000143149324365e-03,-2.863191402135978e-05
3.600000000000001e-03,4.998389901428372e+00,0.000000000000000e+00,4.500181179848291e-03,-3.221234444251986e-05
4.000000000000001e-03,4.998210985579826e+00,0.000000000000000e+00,5.000223686831455e-03,-3.579309527620977e-05
4.400000000000001e-03,4.998032066528989e+00,0.000000000000000e+00,5.500270670754628e-03,-3.937416656829562e-05
4.800000000000001e-03,4.997853144275632e+00,0.000000000000000e+00,6.000322132098658e-03,-4.295555836465736e-05
5.200000000000001e-03,4.997674218819524e+00,0.000000000000000e+00,6.500378071344477e-03,-4.653727071120273e-05
5.600000000000002e-03,4.997495290160438e+00,0.000000000000000e+00,7.000438488973098e-03,-5.011930365385331e-05
6.000000000000002e-03,4.997316358298143e+00,0.000000000000000e+00,7.500503385465611e-03,-5.370165723851683e-05
6.400000000000002e-03,4.997137423232410e+00,0.000000000000000e+00,8.000572761303193e-03,-5.728433151110102e-05
6.800000000000002e-03,4.996958484963010e+00,0.000000000000000e+00,8.500646616967100e-03,-6.086732651756910e-05
7.200000000000002e-03,4.996779543489714e+00,0.000000000000000e+00,9.000724952938667e-03,-6.445064230385655e-05
7.600000000000003e-03,4.996600598812291e+00,0.000000000000000e+00,9.500807769699313e-03,-6.803427891589886e-05
8.000000000000002e-03,4.996421650930513e+00,0.000000000000000e+00,1.000089506773054e-02,-7.161823639967313e-05
