tau,r,phi,t,E
0.000000000000000e+00,5.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
2.000000000000000e-04,4.999910556880895e+00,0.000000000000000e+00,2.500005590269946e-04,-1.788894382973027e-06
4.000000000000000e-04,4.999821112961762e+00,0.000000000000000e+00,5.000022361479810e-04,-3.577868771642567e-06
6.000000000000001e-04,4.999731668242571e+00,0.000000000000000e+00,7.500050314229665e-04,-5.366923171767901e-06
8.000000000000000e-04,4.999642222723295e+00,0.000000000000000e+00,1.000008944911964e-03,-7.156057589080556e-06
1.000000000000000e-03,4.999552776403903e+00,0.000000000000000e+00,1.250013976674991e-03,-8.945272029284301e-06
1.200000000000000e-03,4.999463329284369e+00,0.000000000000000e+00,1.500020126772070e-03,-1.073456649812454e-05
1.400000000000000e-03,4.999373881364663e+00,0.000000000000000e+00,1.750027395263230e-03,-1.252394100130505e-05
1.600000000000000e-03,4.999284432644757e+00,0.000000000000000e+00,2.000035782208503e-03,-1.431339554459898e-05
1.800000000000000e-03,4.999194983124622e+00,0.000000000000000e+00,2.250045287667926e-03,-1.610293013366848e-05
2.000000000000000e-03,4.999105532804228e+00,0.000000000000000e+00,2.500055911701544e-03,-1.789254477431446e-05
2.200000000000001e-03,4.999016081683549e+00,0.000000000000000e+00,2.750067654369403e-03,-1.968223947221293e-05
2.400000000000001e-03,4.998926629762555e+00,0.000000000000000e+00,3.000080515731558e-03,-2.147201423310929e-05
2.600000000000001e-03,4.998837177041217e+00,0.000000000000000e+00,3.250094495848066e-03,-2.326186906274896e-05
2.800000000000001e-03,4.998747723519507e+00,0.000000000000000e+00,3.500109594778989e-03,-2.505180396684958e-05
3.000000000000001e-03,4.998658269197397e+00,0.000000000000000e+00,3.750125812584398e-03,-2.684181895112880e-05
3.200000000000001e-03,4.998568814074856e+00,0.000000000000000e+00,4.000143149324365e-03,-2.863191402135978e-05
3.400000000000001e-03,4.998479358151857e+00,0.000000000000000e+00,4.250161605058968e-03,-3.042208918324629e-05
3.600000000000001e-03,4.998389901428371e+00,0.000000000000000e+00,4.500181179848291e-03,-3.221234444253374e-05
3.800000000000001e-03,4.998300443904371e+00,0.000000000000000e+00,4.750201873752422e-03,-3.400267980493976e-05
4.000000000000001e-03,4.998210985579825e+00,0.000000000000000e+00,5.000223686831455e-03,-3.579309527622365e-05
4.200000000000001e-03,4.998121526454708e+00,0.000000000000000e+00,5.250246619145489e-03,-3.758359086208918e-05
4.400000000000000e-03,4.998032066528988e+00,0.000000000000000e+00,5.500270670754628e-03,-3.937416656830950e-05
4.600000000000000e-03,4.997942605802638e+00,0.000000000000000e+00,5.750295841718979e-03,-4.116482240058839e-05
4.800000000000000e-03,4.997853144275630e+00,0.000000000000000e+00,6.000322132098657e-03,-4.295555836468512e-05
4.999999999999999e-03,4.997763681947935e+00,0.000000000000000e+00,6.250349541953782e-03,-4.474637446631735e-05
5.199999999999999e-03,4.997674218819522e+00,0.000000000000000e+00,6.500378071344477e-03,-4.653727071124436e-05
5.399999999999999e-03,4.997584754890366e+00,0.000000000000000e+00,6.750407720330870e-03,-4.832824710518380e-05
5.599999999999998e-03,4.997495290160436e+00,0.000000000000000e+00,7.000438488973096e-03,-5.011930365389494e-05
5.799999999999998e-03,4.997405824629704e+00,0.000000000000000e+00,7.250470377331295e-03,-5.191044036310932e-05
5.999999999999998e-03,4.997316358298141e+00,0.000000000000000e+00,7.500503385465610e-03,-5.370165723855846e-05
6.199999999999997e-03,4.997226891165718e+00,0.000000000000000e+00,7.750537513436191e-03,-5.549295428598777e-05
6.399999999999997e-03,4.997137423232408e+00,0.000000000000000e+00,8.000572761303193e-03,-5.728433151115653e-05
6.599999999999996e-03,4.997047954498180e+00,0.000000000000000e+00,8.250609129126774e-03,-5.907578891979626e-05
6.799999999999996e-03,4.996958484963008e+00,0.000000000000000e+00,8.500646616967100e-03,-6.086732651762461e-05
6.999999999999996e-03,4.996869014626861e+00,0.000000000000000e+00,8.750685224884338e-03,-6.265894431041474e-05
7.199999999999995e-03,4.996779543489711e+00,0.000000000000000e+00,9.000724952938665e-03,-6.445064230391206e-05
7.399999999999995e-03,4.996690071551530e+00,0.000000000000000e+00,9.250765801190261e-03,-6.624242050383422e-05
7.599999999999995e-03,4.996600598812289e+00,0.000000000000000e+00,9.500807769699311e-03,-6.803427891594049e-05
7.799999999999994e-03,4.996511125271958e+00,0.000000000000000e+00,9.750850858526004e-03,-6.982621754600404e-05
7.999999999999995e-03,4.996421650930510e+00,0.000000000000000e+00,1.000089506773053e-02,-7.161823639971476e-05
8.199999999999995e-03,4.996332175787916e+00,0.000000000000000e+00,1.025094039737310e-02,-7.341033548287357e-05
8.399999999999996e-03,4.996242699844146e+00,0.000000000000000e+00,1.050098684751392e-02,-7.520251480121198e-05
8.599999999999997e-03,4.996153223099173e+00,0.000000000000000e+00,1.075103441821318e-02,-7.699477436046154e-05
8.799999999999997e-03,4.996063745552967e+00,0.000000000000000e+00,1.100108310953112e-02,-7.878711416636763e-05
8.999999999999998e-03,4.995974267205501e+00,0.000000000000000e+00,1.125113292152794e-02,-8.057953422468955e-05
9.199999999999998e-03,4.995884788056745e+00,0.000000000000000e+00,1.150118385426388e-02,-8.237203454118658e-05
9.399999999999999e-03,4.995795308106669e+00,0.000000000000000e+00,1.175123590779916e-02,-8.416461512160411e-05
9.599999999999999e-03,4.995705827355247e+00,0.000000000000000e+00,1.200128908219403e-02,-8.595727597167369e-05
9.800000000000000e-03,4.995616345802450e+00,0.000000000000000e+00,1.225134337750871e-02,-8.775001709716845e-05
1.000000000000000e-02,4.995526863448247e+00,0.000000000000000e+00,1.250139879380346e-02,-8.954283850383382e-05
1.020000000000000e-02,4.995437380292612e+00,0.000000000000000e+00,1.275145533113854e-02,-9.133574019741519e-05
1.040000000000000e-02,4.995347896335514e+00,0.000000000000000e+00,1.300151298957418e-02,-9.312872218367185e-05
1.060000000000000e-02,4.995258411576925e+00,0.000000000000000e+00,1.325157176917066e-02,-9.492178446837696e-05
1.080000000000000e-02,4.995168926016817e+00,0.000000000000000e+00,1.350163166998824e-02,-9.671492705724816e-05
1.100000000000000e-02,4.995079439655160e+00,0.000000000000000e+00,1.375169269208720e-02,-9.850814995607249e-05
1.120000000000000e-02,4.994989952491927e+00,0.000000000000000e+00,1.400175483552780e-02,-1.003014531705815e-04
1.140000000000000e-02,4.994900464527087e+00,0.000000000000000e+00,1.425181810037033e-02,-1.020948367065344e-04
1.160000000000000e-02,4.994810975760614e+00,0.000000000000000e+00,1.450188248667508e-02,-1.038883005697044e-04
1.180000000000000e-02,4.994721486192478e+00,0.000000000000000e+00,1.475194799450234e-02,-1.056818447658231e-04
1.200000000000001e-02,4.994631995822649e+00,0.000000000000000e+00,1.500201462391240e-02,-1.074754693006497e-04
1.220000000000001e-02,4.994542504651101e+00,0.000000000000000e+00,1.525208237496557e-02,-1.092691741799712e-04
1.240000000000001e-02,4.994453012677803e+00,0.000000000000000e+00,1.550215124772215e-02,-1.110629594095192e-04
1.260000000000001e-02,4.994363519902727e+00,0.000000000000000e+00,1.575222124224246e-02,-1.128568249950529e-04
1.280000000000001e-02,4.994274026325844e+00,0.000000000000000e+00,1.600229235858681e-02,-1.146507709423455e-04
1.300000000000001e-02,4.994184531947126e+00,0.000000000000000e+00,1.625236459681552e-02,-1.164447972571564e-04
1.320000000000001e-02,4.994095036766544e+00,0.000000000000000e+00,1.650243795698892e-02,-1.182389039452308e-04
1.340000000000001e-02,4.994005540784069e+00,0.000000000000000e+00,1.675251243916735e-02,-1.200330910123559e-04
1.360000000000001e-02,4.993916043999672e+00,0.000000000000000e+00,1.700258804341114e-02,-1.218273584642771e-04
1.380000000000001e-02,4.993826546413325e+00,0.000000000000000e+00,1.725266476978063e-02,-1.236217063067535e-04
1.400000000000001e-02,4.993737048024999e+00,0.000000000000000e+00,1.750274261833618e-02,-1.254161345455446e-04
1.420000000000001e-02,4.993647548834664e+00,0.000000000000000e+00,1.775282158913812e-02,-1.272106431864373e-04
1.440000000000001e-02,4.993558048842293e+00,0.000000000000000e+00,1.800290168224683e-02,-1.290052322351770e-04
1.460000000000001e-02,4.993468548047857e+00,0.000000000000000e+00,1.825298289772266e-02,-1.307999016975231e-04
1.480000000000001e-02,4.993379046451326e+00,0.000000000000000e+00,1.850306523562598e-02,-1.325946515792625e-04
1.500000000000001e-02,4.993289544052673e+00,0.000000000000000e+00,1.875314869601717e-02,-1.343894818861407e-04
1.520000000000001e-02,4.993200040851868e+00,0.000000000000000e+00,1.900323327895660e-02,-1.361843926239448e-04
1.540000000000001e-02,4.993110536848882e+00,0.000000000000000e+00,1.925331898450466e-02,-1.379793837984339e-04
1.560000000000001e-02,4.993021032043687e+00,0.000000000000000e+00,1.950340581272173e-02,-1.397744554153674e-04
1.580000000000002e-02,4.992931526436253e+00,0.000000000000000e+00,1.975349376366821e-02,-1.415696074805184e-04
1.600000000000001e-02,4.992842020026553e+00,0.000000000000000e+00,2.000358283740450e-02,-1.433648399996601e-04
1.620000000000001e-02,4.992752512814558e+00,0.000000000000000e+00,2.025367303399099e-02,-1.451601529785518e-04
1.640000000000001e-02,4.992663004800239e+00,0.000000000000000e+00,2.050376435348810e-02,-1.469555464229666e-04
1.660000000000001e-02,4.992573495983566e+00,0.000000000000000e+00,2.075385679595625e-02,-1.487510203386777e-04
1.680000000000001e-02,4.992483986364512e+00,0.000000000000000e+00,2.100395036145585e-02,-1.505465747314583e-04
1.700000000000001e-02,4.992394475943047e+00,0.000000000000000e+00,2.125404505004732e-02,-1.523422096070814e-04
1.720000000000001e-02,4.992304964719143e+00,0.000000000000000e+00,2.150414086179110e-02,-1.541379249713065e-04
1.740000000000001e-02,4.992215452692770e+00,0.000000000000000e+00,2.175423779674761e-02,-1.559337208299205e-04
1.760000000000000e-02,4.992125939863901e+00,0.000000000000000e+00,2.200433585497731e-02,-1.577295971886827e-04
1.780000000000000e-02,4.992036426232507e+00,0.000000000000000e+00,2.225443503654062e-02,-1.595255540533802e-04
1.800000000000000e-02,4.991946911798558e+00,0.000000000000000e+00,2.250453534149801e-02,-1.613215914297583e-04
1.820000000000000e-02,4.991857396562025e+00,0.000000000000000e+00,2.275463676990993e-02,-1.631177093236458e-04
1.840000000000000e-02,4.991767880522881e+00,0.000000000000000e+00,2.300473932183682e-02,-1.649139077407880e-04
1.860000000000000e-02,4.991678363681095e+00,0.000000000000000e+00,2.325484299733917e-02,-1.667101866869580e-04
1.880000000000000e-02,4.991588846036641e+00,0.000000000000000e+00,2.350494779647744e-02,-1.685065461679153e-04
1.900000000000000e-02,4.991499327589488e+00,0.000000000000000e+00,2.375505371931211e-02,-1.703029861894745e-04
1.919999999999999e-02,4.991409808339608e+00,0.000000000000000e+00,2.400516076590365e-02,-1.720995067573949e-04
1.939999999999999e-02,4.991320288286971e+00,0.000000000000000e+00,2.425526893631256e-02,-1.738961078774637e-04
1.959999999999999e-02,4.991230767431550e+00,0.000000000000000e+00,2.450537823059932e-02,-1.756927895554539e-04
1.979999999999999e-02,4.991141245773315e+00,0.000000000000000e+00,2.475548864882442e-02,-1.774895517971387e-04
1.999999999999999e-02,4.991051723312238e+00,0.000000000000000e+00,2.500560019104837e-02,-1.792863946083051e-04
2.019999999999999e-02,4.990962200048290e+00,0.000000000000000e+00,2.525571285733168e-02,-1.810833179947263e-04
2.039999999999999e-02,4.990872675981443e+00,0.000000000000000e+00,2.550582664773485e-02,-1.828803219621894e-04
2.059999999999999e-02,4.990783151111666e+00,0.000000000000000e+00,2.575594156231840e-02,-1.846774065164813e-04
2.079999999999999e-02,4.990693625438931e+00,0.000000000000000e+00,2.600605760114285e-02,-1.864745716633892e-04
2.099999999999998e-02,4.990604098963210e+00,0.000000000000000e+00,2.625617476426873e-02,-1.882718174086861e-04
2.119999999999998e-02,4.990514571684474e+00,0.000000000000000e+00,2.650629305175657e-02,-1.900691437581453e-04
2.139999999999998e-02,4.990425043602694e+00,0.000000000000000e+00,2.675641246366690e-02,-1.918665507175676e-04
2.159999999999998e-02,4.990335514717842e+00,0.000000000000000e+00,2.700653300006027e-02,-1.936640382927263e-04
2.179999999999998e-02,4.990245985029888e+00,0.000000000000000e+00,2.725665466099722e-02,-1.954616064894082e-04
2.199999999999998e-02,4.990156454538803e+00,0.000000000000000e+00,2.750677744653831e-02,-1.972592553134145e-04
2.219999999999998e-02,4.990066923244559e+00,0.000000000000000e+00,2.775690135674409e-02,-1.990569847705181e-04
2.239999999999998e-02,4.989977391147127e+00,0.000000000000000e+00,2.800702639167513e-02,-2.008547948665063e-04
2.259999999999997e-02,4.989887858246478e+00,0.000000000000000e+00,2.825715255139198e-02,-2.026526856071659e-04
2.279999999999997e-02,4.989798324542583e+00,0.000000000000000e+00,2.850727983595523e-02,-2.044506569982840e-04
2.299999999999997e-02,4.989708790035414e+00,0.000000000000000e+00,2.875740824542545e-02,-2.062487090456616e-04
2.319999999999997e-02,4.989619254724942e+00,0.000000000000000e+00,2.900753777986322e-02,-2.080468417550857e-04
2.339999999999997e-02,4.989529718611137e+00,0.000000000000000e+00,2.925766843932913e-02,-2.098450551323294e-04
2.359999999999997e-02,4.989440181693971e+00,0.000000000000000e+00,2.950780022388377e-02,-2.116433491831937e-04
2.379999999999997e-02,4.989350643973415e+00,0.000000000000000e+00,2.975793313358775e-02,-2.134417239134795e-04
2.399999999999997e-02,4.989261105449440e+00,0.000000000000000e+00,3.000806716850165e-02,-2.152401793289738e-04
2.419999999999996e-02,4.989171566122018e+00,0.000000000000000e+00,3.025820232868610e-02,-2.170387154354497e-04
2.439999999999996e-02,4.989082025991120e+00,0.000000000000000e+00,3.050833861420171e-02,-2.188373322387221e-04
2.459999999999996e-02,4.988992485056716e+00,0.000000000000000e+00,3.075847602510909e-02,-2.206360297445781e-04
2.479999999999996e-02,4.988902943318778e+00,0.000000000000000e+00,3.100861456146886e-02,-2.224348079588045e-04
2.499999999999996e-02,4.988813400777278e+00,0.000000000000000e+00,3.125875422334166e-02,-2.242336668872025e-04
2.519999999999996e-02,4.988723857432185e+00,0.000000000000000e+00,3.150889501078812e-02,-2.260326065355589e-04
2.539999999999996e-02,4.988634313283472e+00,0.000000000000000e+00,3.175903692386887e-02,-2.278316269096747e-04
2.559999999999996e-02,4.988544768331110e+00,0.000000000000000e+00,3.200917996264457e-02,-2.296307280153509e-04
2.579999999999995e-02,4.988455222575069e+00,0.000000000000000e+00,3.225932412717586e-02,-2.314299098583883e-04
2.599999999999995e-02,4.988365676015321e+00,0.000000000000000e+00,3.250946941752339e-02,-2.332291724445740e-04
2.619999999999995e-02,4.988276128651837e+00,0.000000000000000e+00,3.275961583374783e-02,-2.350285157797088e-04
2.639999999999995e-02,4.988186580484588e+00,0.000000000000000e+00,3.300976337590984e-02,-2.368279398695800e-04
2.659999999999995e-02,4.988097031513545e+00,0.000000000000000e+00,3.325991204407008e-02,-2.386274447200021e-04
2.679999999999995e-02,4.988007481738680e+00,0.000000000000000e+00,3.351006183828923e-02,-2.404270303367761e-04
2.699999999999995e-02,4.987917931159963e+00,0.000000000000000e+00,3.376021275862798e-02,-2.422266967257031e-04
2.719999999999995e-02,4.987828379777365e+00,0.000000000000000e+00,3.401036480514701e-02,-2.440264438925699e-04
2.739999999999995e-02,4.987738827590859e+00,0.000000000000000e+00,3.426051797790700e-02,-2.458262718431775e-04
2.759999999999994e-02,4.987649274600415e+00,0.000000000000000e+00,3.451067227696866e-02,-2.476261805833407e-04
2.779999999999994e-02,4.987559720806003e+00,0.000000000000000e+00,3.476082770239269e-02,-2.494261701188605e-04
2.799999999999994e-02,4.987470166207596e+00,0.000000000000000e+00,3.501098425423978e-02,-2.512262404555238e-04
2.819999999999994e-02,4.987380610805165e+00,0.000000000000000e+00,3.526114193257065e-02,-2.530263915991454e-04
2.839999999999994e-02,4.987291054598679e+00,0.000000000000000e+00,3.551130073744602e-02,-2.548266235555402e-04
2.859999999999994e-02,4.987201497588112e+00,0.000000000000000e+00,3.576146066892660e-02,-2.566269363304813e-04
2.879999999999994e-02,4.987111939773433e+00,0.000000000000000e+00,3.601162172707312e-02,-2.584273299298112e-04
2.899999999999994e-02,4.987022381154614e+00,0.000000000000000e+00,3.626178391194632e-02,-2.602278043593170e-04
2.919999999999993e-02,4.986932821731626e+00,0.000000000000000e+00,3.651194722360692e-02,-2.620283596247996e-04
2.939999999999993e-02,4.986843261504440e+00,0.000000000000000e+00,3.676211166211567e-02,-2.638289957320877e-04
2.959999999999993e-02,4.986753700473026e+00,0.000000000000000e+00,3.701227722753333e-02,-2.656297126869822e-04
2.979999999999993e-02,4.986664138637358e+00,0.000000000000000e+00,3.726244391992063e-02,-2.674305104952701e-04
2.999999999999993e-02,4.986574575997405e+00,0.000000000000000e+00,3.751261173933834e-02,-2.692313891627801e-04
3.019999999999993e-02,4.986485012553138e+00,0.000000000000000e+00,3.776278068584722e-02,-2.710323486953131e-04
3.039999999999993e-02,4.986395448304529e+00,0.000000000000000e+00,3.801295075950804e-02,-2.728333890986701e-04
3.059999999999993e-02,4.986305883251549e+00,0.000000000000000e+00,3.826312196038156e-02,-2.746345103786796e-04
3.079999999999992e-02,4.986216317394168e+00,0.000000000000000e+00,3.851329428852857e-02,-2.764357125411565e-04
3.099999999999992e-02,4.986126750732359e+00,0.000000000000000e+00,3.876346774400984e-02,-2.782369955919017e-04
3.119999999999992e-02,4.986037183266091e+00,0.000000000000000e+00,3.901364232688617e-02,-2.800383595367301e-04
3.139999999999992e-02,4.985947614995336e+00,0.000000000000000e+00,3.926381803721835e-02,-2.818398043814563e-04
3.159999999999992e-02,4.985858045920065e+00,0.000000000000000e+00,3.951399487506718e-02,-2.836413301318813e-04
3.179999999999992e-02,4.985768476040250e+00,0.000000000000000e+00,3.976417284049345e-02,-2.854429367938338e-04
3.199999999999992e-02,4.985678905355861e+00,0.000000000000000e+00,4.001435193355798e-02,-2.872446243731147e-04
3.219999999999992e-02,4.985589333866870e+00,0.000000000000000e+00,4.026453215432159e-02,-2.890463928755527e-04
3.239999999999991e-02,4.985499761573248e+00,0.000000000000000e+00,4.051471350284509e-02,-2.908482423069347e-04
