tau,r,phi,t
2.0000000000e-02,7.8187563367e+01,1.6357709342e-05,2.0218549631e-02
4.0000000000e-02,7.8187175392e+01,3.2715581020e-05,4.0437100563e-02
6.0000000000e-02,7.8186787410e+01,4.9073615041e-05,6.0655652794e-02
8.0000000000e-02,7.8186399422e+01,6.5431811409e-05,8.0874206325e-02
1.0000000000e-01,7.8186011428e+01,8.1790170129e-05,1.0109276116e-01
1.2000000000e-01,7.8185623429e+01,9.8148691206e-05,1.2131131729e-01
1.4000000000e-01,7.8185235423e+01,1.1450737464e-04,1.4152987472e-01
1.6000000000e-01,7.8184847410e+01,1.3086622045e-04,1.6174843345e-01
1.8000000000e-01,7.8184459392e+01,1.4722522863e-04,1.8196699348e-01
2.0000000000e-01,7.8184071368e+01,1.6358439918e-04,2.0218555481e-01
2.2000000000e-01,7.8183683337e+01,1.7994373212e-04,2.2240411744e-01
2.4000000000e-01,7.8183295301e+01,1.9630322744e-04,2.4262268137e-01
2.6000000000e-01,7.8182907258e+01,2.1266288516e-04,2.6284124660e-01
2.8000000000e-01,7.8182519210e+01,2.2902270527e-04,2.8305981313e-01
3.0000000000e-01,7.8182131155e+01,2.4538268778e-04,3.0327838096e-01
3.2000000000e-01,7.8181743094e+01,2.6174283270e-04,3.2349695009e-01
3.4000000000e-01,7.8181355027e+01,2.7810314004e-04,3.4371552053e-01
3.6000000000e-01,7.8180966954e+01,2.9446360979e-04,3.6393409226e-01
3.8000000000e-01,7.8180578875e+01,3.1082424196e-04,3.8415266529e-01
4.0000000000e-01,7.8180190789e+01,3.2718503655e-04,4.0437123962e-01
4.2000000000e-01,7.8179802698e+01,3.4354599358e-04,4.2458981526e-01
4.4000000000e-01,7.8179414600e+01,3.5990711305e-04,4.4480839219e-01
4.6000000000e-01,7.8179026497e+01,3.7626839495e-04,4.6502697042e-01
4.8000000000e-01,7.8178638387e+01,3.9262983931e-04,4.8524554996e-01
5.0000000000e-01,7.8178250271e+01,4.0899144611e-04,5.0546413079e-01
5.2000000000e-01,7.8177862150e+01,4.2535321537e-04,5.2568271293e-01
5.4000000000e-01,7.8177474022e+01,4.4171514709e-04,5.4590129637e-01
5.6000000000e-01,7.8177085887e+01,4.5807724128e-04,5.6611988110e-01
5.8000000000e-01,7.8176697747e+01,4.7443949794e-04,5.8633846714e-01
6.0000000000e-01,7.8176309601e+01,4.9080191708e-04,6.0655705448e-01
6.2000000000e-01,7.8175921449e+01,5.0716449870e-04,6.2677564312e-01
6.4000000000e-01,7.8175533290e+01,5.2352724280e-04,6.4699423306e-01
6.6000000000e-01,7.8175145126e+01,5.3989014939e-04,6.6721282430e-01
6.8000000000e-01,7.8174756955e+01,5.5625321849e-04,6.8743141684e-01
7.0000000000e-01,7.8174368778e+01,5.7261645008e-04,7.0765001068e-01
7.2000000000e-01,7.8173980595e+01,5.8897984418e-04,7.2786860583e-01
7.4000000000e-01,7.8173592406e+01,6.0534340079e-04,7.4808720227e-01
7.6000000000e-01,7.8173204211e+01,6.2170711991e-04,7.6830580002e-01
7.8000000000e-01,7.8172816010e+01,6.3807100156e-04,7.8852439906e-01
8.0000000000e-01,7.8172427803e+01,6.5443504573e-04,8.0874299941e-01
8.2000000000e-01,7.8172039589e+01,6.7079925244e-04,8.2896160106e-01
8.4000000000e-01,7.8171651370e+01,6.8716362168e-04,8.4918020401e-01
8.6000000000e-01,7.8171263144e+01,7.0352815346e-04,8.6939880826e-01
8.8000000000e-01,7.8170874913e+01,7.1989284778e-04,8.8961741381e-01
9.0000000000e-01,7.8170486675e+01,7.3625770466e-04,9.0983602066e-01
9.2000000000e-01,7.8170098431e+01,7.5262272409e-04,9.3005462882e-01
