r,Veff
9.220000e+00,-1.924921e-02
9.230000e+00,-1.923584e-02
9.240000e+00,-1.922248e-02
9.250000e+00,-1.920913e-02
9.260000e+00,-1.919580e-02
9.270000e+00,-1.918248e-02
9.280000e+00,-1.916918e-02
9.290000e+00,-1.915589e-02
9.300000e+00,-1.914262e-02
9.310000e+00,-1.912936e-02
9.320000e+00,-1.911612e-02
9.330000e+00,-1.910289e-02
9.340000e+00,-1.908968e-02
9.350000e+00,-1.907648e-02
9.360000e+00,-1.906330e-02
9.370000e+00,-1.905013e-02
9.380000e+00,-1.903698e-02
9.390000e+00,-1.902384e-02
9.400000e+00,-1.901072e-02
9.410000e+00,-1.899761e-02
9.420000e+00,-1.898452e-02
9.430000e+00,-1.897144e-02
9.440000e+00,-1.895838e-02
9.450000e+00,-1.894533e-02
9.460000e+00,-1.893229e-02
9.470000e+00,-1.891927e-02
9.480000e+00,-1.890627e-02
9.490000e+00,-1.889328e-02
9.500000e+00,-1.888030e-02
9.510000e+00,-1.886734e-02
9.520000e+00,-1.885440e-02
9.530000e+00,-1.884147e-02
9.540000e+00,-1.882855e-02
9.550000e+00,-1.881565e-02
9.560000e+00,-1.880276e-02
9.570000e+00,-1.878989e-02
9.580000e+00,-1.877703e-02
9.590000e+00,-1.876419e-02
9.600000e+00,-1.875136e-02
9.610000e+00,-1.873854e-02
9.620000e+00,-1.872574e-02
9.630000e+00,-1.871296e-02
9.640000e+00,-1.870019e-02
9.650000e+00,-1.868743e-02
9.660000e+00,-1.867469e-02
9.670000e+00,-1.866196e-02
9.680000e+00,-1.864925e-02
9.690000e+00,-1.863655e-02
9.700000e+00,-1.862387e-02
9.710000e+00,-1.861120e-02
9.720000e+00,-1.859854e-02
9.730000e+00,-1.858590e-02
9.740000e+00,-1.857328e-02
9.750000e+00,-1.856066e-02
9.760000e+00,-1.854807e-02
9.770000e+00,-1.853548e-02
9.780000e+00,-1.852291e-02
9.790000e+00,-1.851036e-02
9.800000e+00,-1.849782e-02
9.810000e+00,-1.848529e-02
9.820000e+00,-1.847278e-02
9.830000e+00,-1.846029e-02
9.840000e+00,-1.844780e-02
9.850000e+00,-1.843533e-02
9.860000e+00,-1.842288e-02
9.870000e+00,-1.841044e-02
9.880000e+00,-1.839801e-02
9.890000e+00,-1.838560e-02
9.900000e+00,-1.837320e-02
9.910000e+00,-1.836082e-02
9.920000e+00,-1.834845e-02
9.930000e+00,-1.833609e-02
9.940000e+00,-1.832375e-02
9.950000e+00,-1.831143e-02
9.960000e+00,-1.829911e-02
9.970000e+00,-1.828681e-02
9.980000e+00,-1.827453e-02
9.990000e+00,-1.826226e-02
1.000000e+01,-1.825000e-02
