tau,r,phi,t
2.0000000000e-02,9.9714901925e+00,4.0114365069e-04,3.8496127190e-02
4.0000000000e-02,9.9429800647e+00,8.0458773694e-04,7.7004524826e-02
6.0000000000e-02,9.9144696165e+00,1.2103521303e-03,1.1552527141e-01
8.0000000000e-02,9.8859588477e+00,1.6184569318e-03,1.5405844619e-01
1.0000000000e-01,9.8574477581e+00,2.0289224757e-03,1.9260412920e-01
1.2000000000e-01,9.8289363474e+00,2.4417693324e-03,2.3116240123e-01
1.4000000000e-01,9.8004246155e+00,2.8570183120e-03,2.6973334387e-01
1.6000000000e-01,9.7719125623e+00,3.2746904681e-03,3.0831703948e-01
1.8000000000e-01,9.7434001877e+00,3.6948071010e-03,3.4691357126e-01
2.0000000000e-01,9.7148874913e+00,4.1173897614e-03,3.8552302320e-01
2.2000000000e-01,9.6863744733e+00,4.5424602545e-03,4.2414548014e-01
2.4000000000e-01,9.6578611333e+00,4.9700406430e-03,4.6278102773e-01
2.6000000000e-01,9.6293474714e+00,5.4001532517e-03,5.0142975250e-01
2.8000000000e-01,9.6008334875e+00,5.8328206708e-03,5.4009174182e-01
3.0000000000e-01,9.5723191814e+00,6.2680657602e-03,5.7876708394e-01
3.2000000000e-01,9.5438045531e+00,6.7059116535e-03,6.1745586799e-01
3.4000000000e-01,9.5152896026e+00,7.1463817619e-03,6.5615818400e-01
3.6000000000e-01,9.4867743299e+00,7.5894997785e-03,6.9487412289e-01
3.8000000000e-01,9.4582587348e+00,8.0352896829e-03,7.3360377654e-01
4.0000000000e-01,9.4297428175e+00,8.4837757448e-03,7.7234723771e-01
4.2000000000e-01,9.4012265778e+00,8.9349825291e-03,8.1110460015e-01
4.4000000000e-01,9.3727100160e+00,9.3889349000e-03,8.4987595854e-01
4.6000000000e-01,9.3441931319e+00,9.8456580256e-03,8.8866140854e-01
4.8000000000e-01,9.3156759256e+00,1.0305177383e-02,9.2746104680e-01
5.0000000000e-01,9.2871583973e+00,1.0767518762e-02,9.6627497095e-01
5.2000000000e-01,9.2586405469e+00,1.1232708272e-02,1.0051032797e+00
5.4000000000e-01,9.2301223747e+00,1.1700772343e-02,1.0439460726e+00
5.6000000000e-01,9.2016038808e+00,1.2171737737e-02,1.0828034505e+00
5.8000000000e-01,9.1730850652e+00,1.2645631545e-02,1.1216755151e+00
6.0000000000e-01,9.1445659281e+00,1.3122481200e-02,1.1605623692e+00
6.2000000000e-01,9.1160464698e+00,1.3602314477e-02,1.1994641168e+00
6.4000000000e-01,9.0875266904e+00,1.4085159499e-02,1.2383808630e+00
6.6000000000e-01,9.0590065901e+00,1.4571044748e-02,1.2773127137e+00
6.8000000000e-01,9.0304861692e+00,1.5059999061e-02,1.3162597764e+00
7.0000000000e-01,9.0019654279e+00,1.5552051644e-02,1.3552221595e+00
7.2000000000e-01,8.9734443666e+00,1.6047232075e-02,1.3941999724e+00
7.4000000000e-01,8.9449229854e+00,1.6545570308e-02,1.4331933260e+00
7.6000000000e-01,8.9164012848e+00,1.7047096683e-02,1.4722023322e+00
7.8000000000e-01,8.8878792651e+00,1.7551841929e-02,1.5112271042e+00
8.0000000000e-01,8.8593569265e+00,1.8059837169e-02,1.5502677564e+00
