tau,r,phi,t
0.0000000000e+00,1.4928203083e+01,0.0000000000e+00,0.0000000000e+00
2.0000000000e-02,1.4928203104e+01,3.5898385541e-04,2.1435935409e-02
4.0000000000e-02,1.4928203124e+01,7.1796770982e-04,4.2871870816e-02
6.0000000000e-02,1.4928203145e+01,1.0769515632e-03,6.4307806221e-02
8.0000000000e-02,1.4928203165e+01,1.4359354156e-03,8.5743741623e-02
1.0000000000e-01,1.4928203186e+01,1.7949192670e-03,1.0717967702e-01
1.2000000000e-01,1.4928203206e+01,2.1539031174e-03,1.2861561242e-01
1.4000000000e-01,1.4928203226e+01,2.5128869668e-03,1.5005154782e-01
1.6000000000e-01,1.4928203524e+01,2.8718708115e-03,1.7148748320e-01
1.8000000000e-01,1.4928204641e+01,3.2308546224e-03,1.9292341852e-01
2.0000000000e-01,1.4928206590e+01,3.5898383597e-03,2.1435935367e-01
2.2000000000e-01,1.4928209372e+01,3.9488219831e-03,2.3579528859e-01
2.4000000000e-01,1.4928212988e+01,4.3078054528e-03,2.5723122317e-01
2.6000000000e-01,1.4928217436e+01,4.6667887285e-03,2.7866715733e-01
2.8000000000e-01,1.4928222718e+01,5.0257717702e-03,3.0010309100e-01
3.0000000000e-01,1.4928228832e+01,5.3847545379e-03,3.2153902408e-01
3.2000000000e-01,1.4928235780e+01,5.7437369914e-03,3.4297495648e-01
3.4000000000e-01,1.4928243560e+01,6.1027190908e-03,3.6441088813e-01
3.6000000000e-01,1.4928252174e+01,6.4617007960e-03,3.8584681892e-01
3.8000000000e-01,1.4928261621e+01,6.8206820669e-03,4.0728274879e-01
4.0000000000e-01,1.4928271900e+01,7.1796628634e-03,4.2871867765e-01
4.2000000000e-01,1.4928283013e+01,7.5386431455e-03,4.5015460540e-01
4.4000000000e-01,1.4928294958e+01,7.8976228731e-03,4.7159053196e-01
4.6000000000e-01,1.4928307737e+01,8.2566020062e-03,4.9302645724e-01
4.8000000000e-01,1.4928321349e+01,8.6155805047e-03,5.1446238117e-01
5.0000000000e-01,1.4928335793e+01,8.9745583285e-03,5.3589830365e-01
5.2000000000e-01,1.4928351071e+01,9.3335354376e-03,5.5733422460e-01
5.4000000000e-01,1.4928367181e+01,9.6925117919e-03,5.7877014392e-01
5.6000000000e-01,1.4928384125e+01,1.0051487351e-02,6.0020606155e-01
5.8000000000e-01,1.4928401901e+01,1.0410462076e-02,6.2164197739e-01
6.0000000000e-01,1.4928420511e+01,1.0769435926e-02,6.4307789135e-01
6.2000000000e-01,1.4928439954e+01,1.1128408860e-02,6.6451380335e-01
6.4000000000e-01,1.4928460229e+01,1.1487380840e-02,6.8594971330e-01
6.6000000000e-01,1.4928481338e+01,1.1846351824e-02,7.0738562112e-01
6.8000000000e-01,1.4928503279e+01,1.2205321773e-02,7.2882152672e-01
7.0000000000e-01,1.4928526053e+01,1.2564290647e-02,7.5025743001e-01
